Strand_IDTest,Date_,Field_Species_ID,Type,No_Strand,Region,Location_Desc,Lat,Long,No_Refloat,No_Restrand,Comments_General,Record_type,Incident_type,Cond_Animal,Contrib_Fa,Reformatted Date
3477,24/07/2014,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,marlborough,,,,0,,"TWO dead whales were located on Waikawa Island on 24/07/2014  nztm E2019778 N5640178 ID confirmed via photo
1)	Mature Common Dolphin Male
2)	Mature Longfinned Whale
No samples or measurements were taken as staff were on Island for other purposes and the a",,,Decomposed,Unknown,7/24/14
3478,24/07/2014,GLOBICEPHALA MELAS,>1 individual unless mother and calf,1,marlborough,"Waikawa Island, Marlborough",-41.2518,174.0475,0,,"TWO dead whales were located on Waikawa Island on 24/07/2014  nztm E2019778 N5640178 ID confirmed via photo
1)	Mature Common Dolphin Male
2)	Mature Longfinned Whale
No samples or measurements were taken as staff were on Island for other purposes and the a",,,Decomposed,Unknown,7/24/14
3613,4/11/14,GLOBICEPHALA MELAS,>1 individual unless mother and calf,59,bay of plenty,"Ohiwa Harbour, Opotiki",-37.9907,177.156,22,22,04/11/2014: 5 whales beached on ohiwa spit. Two groups milling. One group successfully herded out of harbour. Second group began stranding on Whangakopikopiko Island. 5 definitely stranded. These initial 10 stranded whales euthanised. Rest of pod left in ,Deliberately Killed,Stranding,Live,Stranding,11/4/14
3499,21/11/2014,DELPHINUS DELPHIS,>1 individual unless mother and calf,20,northland,"Tokerau Beach, Doubtless Bay, Northland",-34.8884,173.3701,20,,"http://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=11362591

Likely to be same pod of dolphins that was later found dead on Motukawaunui Island. See strand ID test 3501",Live Stranding,Stranding,Live,Stranding,11/21/14
3501,22/11/2014,DELPHINUS DELPHIS,>1 individual unless mother and calf,14,northland,"Motukawaunui, largest island in the Cavalli group",-34.9746,173.9672,0,,#Deleted,Live Stranding,,Freshly dead,Stranding,11/22/14
3500,22/11/2014,PHYSETER MACROCEPHALUS,>1 individual unless mother and calf,3,tasman,"Rototai Beach, Golden Bay, Nelson",-40.8272,172.8427,0,,"http://www.stuff.co.nz/nelson-mail/news/63470641/Stranded-whales-die-on-Rototai-beach

A Rototai resident said she and her family noticed the whales offshore last night and called DOC. Initially she thought they were playing. She said her son saw six whal",Beach cast,Death Report,Freshly dead,Beachcast,11/22/14
3607,19/01/2015,MESOPLODON GRAYI,>1 individual unless mother and calf,3,auckland,"Wonga, wonga bay, whatipu",-37.0448,174.5101,0,,3 beaked whales starting to decompose. Tethered overnight to prevent from being washed away. Necropsy considered due to seismic region but pathological expertise unavailable. Project jonah assissted.,Beach cast,Death Report,Freshly dead,Beachcast,1/19/15
3605,25/01/2015,MESOPLODON GRAYI,>1 individual unless mother and calf,2,tasman,"Pakawau, Golden Bay. 1112 Collingwood Puponga main road, Pakawau Beach Park",-40.5995,172.6889,2,1,Two beaked whales refloated by public at Pakawau Motor Camp 10-12 times between about noon and 1pm. DOC staff refloated one of these about 2 pm but later died. Younger whale swam off and was not seen again. Deceased whales' head was removed by member of p,1,Stranding,Live,Stranding,1/25/15
3614,13/02/2015,GLOBICEPHALA MELAS,>1 individual unless mother and calf,198,tasman,"Farewell Spit, various locations",-40.5127,172.7841,98,81,"Midday Friday, 198 stranded whales (24 dead+174 live). Refloated 98 in Friday evening refloat (198-100=98 refloated). Following this the refloated 98 split into two groups. The first group of  17 swam off somewhere, while the second group of 81 stranded a",Deliberately Killed,Stranding,Live,Stranding,2/13/15
3604,9/3/15,DELPHINUS DELPHIS,>1 individual unless mother and calf,9,chatham islands,"Whangamoe Inlet, Chatham Islands",-48.8106,-176.6874,0,,Reported by local. Been dead a while. Rang contacts for warning local divers.,Beach cast,Death Report,Decomposed,Beachcast,3/9/15
3673,17/09/2015,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,5,waikato,Whangapoua Harbour at the Whangapoua causeway road bridge,-36.736,175.6124,5,,dolphins stranded by outgoing tide about 3km inside the harbour entrance. Freed themselves on the high tide that night.,Live Stranding,Stranding,Live,Stranding,9/17/15
3680,4/11/15,GLOBICEPHALA MELAS,>1 individual unless mother and calf,29,southland,"Doughboy Bay, West Coast Stewart Island.",-47.0454,167.7108,0,,a couple of trampers came across 15 pilot whales stranded at Doughboy Bay on the islands West Coast. They encountered the animals at about 8pm on Tuesday 3rd November. They informed DOC on their return to Halfmoon Bay (Oban) on the 5 November. DOC went to,Deliberately Killed,Death Report,Live,Stranding,11/4/15
3656,22/11/2015,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,6,northland,"3kms inside Mangawhai Harbour, 200m from 36 Oceanview Drive (can't find this in google maps, Dune View Drive?)",-36.1128,174.5814,6,0,"6 dolphins seen in shallow water, ~3km up harbour. Dolphins not moving but surrounded by water. There was no DOC attendance at this stranding due to industrial action. DOC staff on call handed over operational control to Project Jonah. Project Jonah went ",Live Stranding,Stranding,Live,Stranding,11/22/15
3694,9/3/16,MESOPLODON GRAYI,>1 individual unless mother and calf,3,northland,Ruakaka Beach,-35.9245,174.4611,0,,3 adult male grays beaked whales stranded in the early hours of 09/03/2016. DOC attended and took measurements. Iwi were notified and attended also. DOC took skin samples and had animals moved to burial site. Massey Uni arrived to take samples following d,Beach cast,Death Report,Freshly dead,Beachcast,3/9/16
3701,5/4/16,KOGIA BREVICEPS,>1 individual unless mother and calf,3,hawkes bay,Mahia Beach,-39.0776,177.8707,0,,"advised by local who had seen whale on beach during early morning walk. Measured, photographed and dragged to burial site.",Beach cast,Death Report,Freshly dead,Beachcast,4/5/16
3708,19/05/2016,DELPHINUS DELPHIS,>1 individual unless mother and calf,10,northland,"North Cape Waikuku, 1/2 way down",-34.4342,173.0066,0,,ten dolphins beached half way down Waikuku Beach. Looked about 3 days old. All adults from 180-212cm. Measurements and genetic sample taken from one large male.,Beach cast,Death Report,Freshly dead,Beachcast,5/19/16
3713,5/6/16,PSEUDORCA CRASSIDENS,>1 individual unless mother and calf,2,canterbury,"Waimarie Beach, Christchurch. 100m due north of Waimarie Beach Surf Life Saving Club",-43.4845,172.7238,1,0,"two false killer whales stranded. One was dead upon discovery the other still alive. The live whale was refloated on the high tide using a pontoon and a trench dug by a digger. 

Http://www.stuff.co.nz/environment/80759818/residents-try-desperately-to-sav",Live Stranding,Stranding,Live,Stranding,6/5/16
3778,19/12/2016,STENO BREDANENSIS,>1 individual unless mother and calf,2,taranaki,Bell Block/New Plymouth airport,-39.0117,174.1636,1,,Notified by the public at 11am. Arrived at the site and found 1 dead dolphin and another struggling on the waters edge. Re-floated the live dolphin and notified iwi of the situation. Returned to site with iwi members and found dolphin stranded again. Refl,Live Stranding,Stranding,Live,Stranding,12/19/16
